AUTHORISATION ID / PERMIT ID,PRIMARY INDUSTRY ACTIVITY DESCRIPTION,OPERATOR NAME,SITE ADDRESS,SITE POSTCODE,EASTING,NORTHING,EA AREA NAME,ROUTE NAME,SUBSTANCE NAME,REPORTING THRESHOLD (kg),QUANTITY RELEASED (kg),REGULATED INDUSTRY SECTOR,REGULATED INDUSTRY SUB SECTOR,PNEC (??g/L),Latitude,Longitude,REGION,Year,ACTIVITY DESCRIPTION,EA AREA NAME LABEL,ROUTE NAME LABEL,REGULATED INDUSTRY SECTOR LABEL,REGULATED INDUSTRY SUB SECTOR LABEL
COPA/5571,,Southern Water,"Eastleigh STW, Chickenhall Lane, Eastleigh",SO50 6RQ,446530,118170,Solent and South Downs,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,50.96108318,-1.33883556,South East,2022,,,,,
CAWM.0942,,THAMES WATER UTILITIES LTD,READING STW,RG2 0RP,471100,170800,Thames,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.43175105,-0.978626842,South East,2022,,,,,
CTCR.0875,,THAMES WATER UTILITIES LTD,BASINGSTOKE STW,RG24 8LL,468000,155200,Thames,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.29188113,-1.026190905,South East,2022,,,,,
BV9900IS,,VIRIDOR WASTE MANAGEMENT LTD,Horton Landfill Small Dole West Sussex,BN5 9XH,520970,112410,Solent and South Downs,Controlled Waters,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,50.89850707,-0.281152684,South East,2022,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",,,,
CNTD.0044,,THAMES WATER UTILITIES LTD,ESHER STW,KT10 8AU,513500,166000,"Kent, South London and East Sussex",Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.38171143,-0.370459257,South East,2022,,,,,
A74/S/87,,Southern Water,Portobello STW (Brighton),BN10 7BD,539300,101460,Solent and South Downs,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,50.79597145,-0.02481222,South East,2022,,,,,
CTCR.1340,,THAMES WATER UTILITIES LTD,CRAWLEY STW,RH10 3NW,528800,140200,"Kent, South London and East Sussex",Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.14658044,-0.160005597,South East,2022,,,,,
FB3301CV,,Opes MRF 2013 Limited,Finmere Quarry Landfill Finmere Quarry Banbury Road Finmere Buckinghamshire,MK18 4AJ,462620,232620,East Anglia,Wastewater,Benzo(a)pyrene,1,0,Landfill,Inert Landfill,,51.98851288,-1.089505104,South East,2022,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",,,,
RP26/73,,Southern Water,Aylesford STW,ME20 7DA,572100,159500,"Kent, South London and East Sussex",Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.30859458,0.467751906,South East,2022,,,,,
A805/K/98,,Southern Water,Ashford STW,TN25 9QB,602020,143250,"Kent, South London and East Sussex",Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.15283806,0.887320109,South East,2022,,,,,
CNTD.0024,,THAMES WATER UTILITIES LTD,CAMBERLEY STW,GU15 3DE,485800,159500,Thames,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.32813663,-0.769943137,South East,2022,,,,,
A857/S/P/98,,Southern Water,Bexhill & Hastings STW,TN32 8AY,577300,109200,Solent and South Downs,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,50.85513774,0.517620778,South East,2022,,,,,
CSSC.0315,,THAMES WATER UTILITIES LTD,AYLESBURY STW,HP19 3RT,478900,214800,Thames,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.82625773,-0.856547742,South East,2022,,,,,
A.787/S/CH/97,,Southern Water,Ford (Bognor/Littlehampton) STW,BN18 0HY,499490,103030,Solent and South Downs,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,50.81827977,-0.58903966,South East,2022,,,,,
A1106/S/P/99,,Southern Water,Langley Point STW - Eastbourne,BN21 1SA,564120,100950,Solent and South Downs,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,50.78489824,0.326849428,South East,2022,,,,,
CP3935PU,,Viridor Waste Management Limited,Squabb Wood Landfill Site Salisbury Road Shootash Hampshire,SO51 6GA,432770,121520,Solent and South Downs,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,50.99215054,-1.534453888,South East,2022,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",,,,
FP3599LH,,BKP Waste & Recycling Limited,BKP Hazardous Waste Transfer and Treatment Station Unit 8 Casbrook Park Bunny Lane Timsbury Hampshire,SO51 0PG,436000,124880,Solent and South Downs,Wastewater,Benzo(a)pyrene,1,0,Hazardous Waste,Hazardous Waste,,51.02217087,-1.48810118,South East,2022,DISPOSAL OR RECOVERY OF HAZ WASTE WITH CAPACITY EXCEEDING 10 TONNES PER DAY INVOLVING BLENDING OR MIXING PRIOR TO SUBMISSION TO ANY OF THE OTHER ACTIVITIES LISTED IN THIS SECTION OR IN SECTION 5.1,,,,
CTCR.2079,,THAMES WATER UTILITIES LTD,WARGRAVE STW,RG10 8DJ,477900,177600,Thames,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.49198902,-0.879333042,South East,2022,,,,,
A1107/S/CH/99,,Southern Water,East Worthing STW,BN11 2SA,516930,103610,Solent and South Downs,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,50.8202381,-0.341384791,South East,2022,,,,,
A726/IOW/97,,Southern Water,Sandown STW (Ventnor/Bembridge),PO36 8DE,460270,85220,Solent and South Downs,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,50.66354155,-1.148614865,South East,2022,,,,,
A569/H/90,,Southern Water,Peel Common STW,PO14 2LJ,456500,103300,Solent and South Downs,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,50.82648981,-1.199182538,South East,2022,,,,,
A720/K/97,,Southern Water,Motney Hill STW,ME8 7UA,582950,168380,"Kent, South London and East Sussex",Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.38497551,0.627808443,South East,2022,,,,,
COPA/5586,,Southern Water,Millbrook STW,SO15 0HH,438850,112600,Solent and South Downs,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,50.91156573,-1.448776706,South East,2022,,,,,
BJ7379IZ,,Kimberly-Clark Limited,Northfleet Paper Mill Crete Hall Road Kent,DA11 9AD,562990,174390,"Kent, South London and East Sussex",Controlled Waters,Benzo(a)pyrene,1,0,Paper and textiles,Paper & Pulp,,51.44504835,0.343995053,South East,2022,"PAPER, PULP AND BOARD; PRODUCING PAPER/BOARD >20T/D",,,,
WACT/257,,Southern Water,Budds Farm STW,PO9 1JW,470800,105570,Solent and South Downs,Controlled Waters,Benzo(a)pyrene,1,1.56,Water Industry,Water Industry,,50.84533023,-0.995743581,South East,2022,,,,,
CNTD.0067,,THAMES WATER UTILITIES LTD,LONG REACH STW,DA1 5PP,555600,176700,"Kent, South London and East Sussex",Controlled Waters,Benzo(a)pyrene,1,1.5,Water Industry,Water Industry,,51.46787978,0.238759509,South East,2022,,,,,
BV2204IZ,,Viridor Waste Management Limited,Lean Quarry Landfill Site,PL14 3QD,226700,61300,"Devon, Cornwall and the Isles of Scilly",Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,50.42592044,-4.441169245,South West,2022,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",,,,
BX4054ID,,Viridor Waste Management Limited,Trigon Hill Landfill Site Bere-Regis to Wareham Road Dorset,BH20 7PB,389600,89400,Wessex,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,50.70414374,-2.148637222,South West,2022,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",,,,
CNTD.0017,,THAMES WATER UTILITIES LTD,SWINDON STW,SN2 2DP,412700,185800,Thames,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.57092949,-1.818151787,South West,2022,,,,,
10005,,Wessex Water,BATH (SALTFORD) STW,BS31 3ER,368900,168800,Wessex,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.41735548,-2.448613053,South West,2022,,,,,
40415,,Wessex Water,BOURNEMOUTH (Holdenhurst) STW,BH7 7ES,413300,95230,Wessex,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,50.75651622,-1.812815436,South West,2022,,,,,
100334,,Wessex Water,WESTON SUPER MARE STW,BS24 0AP,331100,156900,Wessex,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.30702901,-2.98981133,South West,2022,,,,,
43091,,Wessex Water,POOLE STW,BH17 7BX,400700,93580,Wessex,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,50.74182788,-1.991444522,South West,2022,,,,,
BK6858ID,,Viridor Waste Management Limited,Sands Farm Landfill SAND PIT ROAD WILTSHIRE,SN11 8TR,401500,170900,Wessex,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,51.43709555,-1.979810204,South West,2022,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",,,,
S/20/25430/R,,SEVERN TRENT WATER LTD,Cheltenham STW,GL51 0TH,389930,224860,West Midlands,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.92216852,-2.147834359,South West,2022,,,,,
200976,,SOUTH WEST WATER LTD,Brokenbury STW (TORBAY),TQ5 0LL,289750,56310,"Devon, Cornwall and the Isles of Scilly",Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,50.39629959,-3.552494779,South West,2022,,,,,
1229,,SOUTH WEST WATER LTD,EXETER STW (Countess Wear),EX2 7AA,294800,89000,"Devon, Cornwall and the Isles of Scilly",Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,50.69110642,-3.490710429,South West,2022,,,,,
CP3531RE,,Commercial Recycling (Southern) Limited,Southwood Landfill Site Evercreech Somerset,BA4 6LX,363920,137020,Wessex,Controlled Waters,Benzo(a)pyrene,1,0,Landfill,Hazardous Landfill,,51.1313113,-2.517004785,South West,2022,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",,,,
300454,,SOUTH WEST WATER LTD,Plymouth Central STW,PL4 OPX,249800,53930,"Devon, Cornwall and the Isles of Scilly",Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,50.36605365,-4.113259912,South West,2022,,,,,
S/20/21356/R,,SEVERN TRENT WATER LTD,Netheridge Sewerage Treatment Plant Hempsted Lane Hempsted GLoucester,GL2 5LF,381110,215700,West Midlands,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.83958183,-2.27557936,South West,2022,,,,,
ZP3035PH,,Viridor Waste Management Limited,Tatchells Landfill Site Seven Barrows Bere Road Coldharbour Dorset,BH20 7PA,390750,88810,Wessex,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,50.69885772,-2.132337266,South West,2022,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",,,,
UP3139BB,,Viridor Waste (Somerset) Limited,Dimmer Landfill Site Dimmer Lane Dimmer Somerset,BA7 7NR,361260,131380,Wessex,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,51.08042409,-2.554410196,South West,2022,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",,,,
BK6785IE,,Viridor Waste (Somerset) Limited,Walpole Recovery Facility and Landfill Site,TA6 4TF,330890,142640,Wessex,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,51.17879879,-2.99006632,South West,2022,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",,,,
RP3530BC,,Viridor Waste Management Limited,Broadpath Landfill Uffculme Devon,EX15 3EP,306640,113360,"Devon, Cornwall and the Isles of Scilly",Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,50.91212915,-3.329340506,South West,2022,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",,,,
100311,,Wessex Water,BRISTOL (AVONMOUTH) STW,BS11 9AA,353250,179400,Wessex,Controlled Waters,Benzo(a)pyrene,1,2.68,Water Industry,Water Industry,,51.51158119,-2.675054415,South West,2022,,,,,
S/06/55232/R,,SEVERN TRENT WATER LTD,Roundhill Sewage Treatment Wor Gibbett Lane Kinver West Midlands,DY7 6PX,303870,202830,West Midlands,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.715932,-3.392880616,West Midlands,2022,,,,,
S/06/55227/R,,SEVERN TRENT WATER LTD,Barnhurst STW,WV95HN,390000,301650,West Midlands,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,52.61253137,-2.149118878,West Midlands,2022,,,,,
T/08/35452/R,,SEVERN TRENT WATER LTD,Goscote STW,WS3 4DW,402190,301920,West Midlands,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,52.61504883,-1.96908888,West Midlands,2022,,,,,
S/07/56066/R,,SEVERN TRENT WATER LTD,Worcester STW,WR2 4ZP,384361,253530,West Midlands,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,52.17979767,-2.230133959,West Midlands,2022,,,,,
RP3739QB,,Potters (Midlands) Limited,Granville Landfill Site Grange Lane Redhill Telford Shropshire,TF2 9PB,372460,311820,West Midlands,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,52.70334431,-2.409006748,West Midlands,2022,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",,,,
T/08/09076/R,,SEVERN TRENT WATER LTD,Ray Hall Sand Filters STW,B43 6JE,402900,293700,West Midlands,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,52.54114945,-1.958671738,West Midlands,2022,,,,,
T/12/35338/R,,SEVERN TRENT WATER LTD,Coleshill STW,B46 1NX,419000,291000,West Midlands,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,52.5165567,-1.721439707,West Midlands,2022,,,,,
S/13/25443/R,,SEVERN TRENT WATER LTD,Warwick STW,CV34 6QW,427770,262900,West Midlands,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,52.26356694,-1.594524975,West Midlands,2022,,,,,
S/04/55141/R,,SEVERN TRENT WATER LTD,Rushmoor (Telford) STW,TF6 5EX,361300,313700,West Midlands,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,52.71955883,-2.5743799,West Midlands,2022,,,,,
BV4541IR,,Severn Trent Water Limited,"Minworth Landfill,Minworth Sewage Treatment Works Kingsbury Road Minworth",B76 9DP,417400,291900,West Midlands,Wastewater,Benzo(a)pyrene,1,0,Landfill,Hazardous Landfill,,52.52470062,-1.744970773,West Midlands,2022,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",,,,
T/24/35514/R,,SEVERN TRENT WATER LTD,Claymills Chp Plant Meadow Lane Clay Mills Nr Burton Staffordshire,DE13 0DB,426270,325780,West Midlands,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,52.82890968,-1.611547662,West Midlands,2022,,,,,
S/06/55146/R,,SEVERN TRENT WATER LTD,Kidderminster STW Oldington,DY11 7QL,382560,273750,West Midlands,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,52.36152489,-2.257525188,West Midlands,2022,,,,,
S/10/25304/R,,SEVERN TRENT WATER LTD,Rugby STW,CV21 1HF,449420,276350,West Midlands,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,52.38296081,-1.275351389,West Midlands,2022,,,,,
T/10/35431/R,,SEVERN TRENT WATER LTD,Minworth Final ASP Effluent,B76 9BE,417150,291950,West Midlands,Controlled Waters,Benzo(a)pyrene,1,6.93,Water Industry,Water Industry,,52.52515799,-1.748652934,West Midlands,2022,,,,,
S/11/25151/R,,SEVERN TRENT WATER LTD,Coventry (Finham) STW,CV3 6SD,433600,273700,West Midlands,Controlled Waters,Benzo(a)pyrene,1,1.78,Water Industry,Water Industry,,52.36033366,-1.508030305,West Midlands,2022,,,,,
T/01/21819/R,,SEVERN TRENT WATER LTD,Strongford Sewage Treatment Works Barlaston Old Road Barlaston Stoke On Trent Staffordshire,ST12 9EX,387930,339120,West Midlands,Controlled Waters,Benzo(a)pyrene,1,1.72,Water Industry,Water Industry,,52.9493237,-2.181084321,West Midlands,2022,,,,,
UP3230LR,,Phillips 66 Limited,Humber Refinery Eastfield Road North Lincolnshire,DN40 3DW,516340,416480,Lincolnshire and Northamptonshire,Controlled Waters,Benzo(a)pyrene,1,0,Refineries & Fuel,Refineries & Fuel,,53.63192486,-0.242087482,Yorkshire and The Humber,2022,Refining Mineral Oil (Secondary operations - oil movements and blending,,,,
BV0627IL,,North Lincolnshire Council,Conesby Quarry Landfill Normanby Road Scunthorpe North Lincolnshire,DN15 8QZ,489850,414500,Lincolnshire and Northamptonshire,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,53.61934413,-0.643119583,Yorkshire and The Humber,2022,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",,,,
UP3937FW,,Cawingredients Limited,Caw House Conygarth Way Leeming Bar Business Park Leeming Bar North Yorkshire,DL7 9FD,428230,490060,Yorkshire,Controlled Waters,Benzo(a)pyrene,1,0,Food & Drink,Food & Drink,,54.30536922,-1.567666101,Yorkshire and The Humber,2022,Animal vegetable and food treating etc vegetable,,,,
LP3434HA,,Bradley Park Waste Management Limited,Bradley Park Landfill Site Lower Quarry Road Huddersfield West Yorkshire,HD2 1FN,416350,421350,Yorkshire,Controlled Waters,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,53.68834894,-1.753899641,Yorkshire and The Humber,2022,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",,,,
LP3434HA,,Bradley Park Waste Management Limited,Bradley Park Landfill Site Lower Quarry Road Huddersfield West Yorkshire,HD2 1FN,416350,421350,Yorkshire,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,53.68834894,-1.753899641,Yorkshire and The Humber,2022,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",,,,
TP3039RN,,Biffa Waste Services Limited,Sheffield Waste Management Centre Holbrook Rise Holbrook Industrial Estate Sheffield South Yorkshire,S20 3FG,443960,381520,Yorkshire,Wastewater,Benzo(a)pyrene,1,0,Hazardous Waste,Hazardous Waste,,53.32877755,-1.341411987,Yorkshire and The Humber,2022,DISPOSAL OR RECOVERY OF HAZ WASTE WITH CAPACITY EXCEEDING 10 TONNES PER DAY INVOLVING BLENDING OR MIXING PRIOR TO SUBMISSION TO ANY OF THE OTHER ACTIVITIES LISTED IN THIS SECTION OR IN SECTION 5.1,,,,
BL4940IU,,Catplant Quarry Ltd,Hazel Lane Quarry Hazel Lane Hampole Doncaster,DN6 7EX,450100,410800,Yorkshire,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,53.59139289,-1.244574137,Yorkshire and The Humber,2022,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",,,,
BW1785IH,,Integrated Waste Management Limited,Winterton South Landfill Site Coleby Road West Halton Lincolnshire,DN15 9AP,491200,420200,Lincolnshire and Northamptonshire,Wastewater,Benzo(a)pyrene,1,0,Landfill,Hazardous Landfill,,53.67032895,-0.621046963,Yorkshire and The Humber,2022,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",,,,
BW0983IT,,VIRIDOR WASTE MANAGEMENT LTD,Parkwood Landfill PARKWOOD ROAD NEEPSEND,S3 8AG,434400,389400,Yorkshire,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,53.40031052,-1.48409165,Yorkshire and The Humber,2022,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",,,,
T/81/45102/R,,SEVERN TRENT WATER LTD,Scunthorpe STW Yaddlethorpe,DN17 3PS,487292,405965,East Midlands,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,53.54308142,-0.684163917,Yorkshire and The Humber,2022,,,,,
QP3539XL,,Integrated Waste Management Ltd,"Winterton Landfill Site Winterton Effluent Treatment Plant Coleby Street,West Halton Winterton North Lincolnshire",DN15 9AP,491300,420300,Lincolnshire and Northamptonshire,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,53.67121007,-0.619504446,Yorkshire and The Humber,2022,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",,,,
VP3230BH,,Integrated Waste Management Ltd,Gallymoor Landfill Market Weighton Road Holme On Spalding Moor North Yorkshire,YO43 4ED,484000,439810,Yorkshire,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,53.84774523,-0.724670316,Yorkshire and The Humber,2022,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",,,,
WP3330BZ,,Welbeck Waste Management Ltd,Welbeck Landfill Site Boundary Lane Normanton West Yorkshire,WF6 2JA,436140,422090,Yorkshire,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,53.69401005,-1.454157909,Yorkshire and The Humber,2022,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",,,,
BW2188IU,,Waste Recycling Group (Yorkshire) Limited,Allerton Park Landfill Site Allerton Park North Yorkshire,HG5 0SD,441200,459730,Yorkshire,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,54.03191938,-1.372492213,Yorkshire and The Humber,2022,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",,,,
PP3830BV,,Integrated Waste Management Ltd,Immingham Landfill Site Queens Road North East Lincolnshire,DN40 1QR,520070,414100,Lincolnshire and Northamptonshire,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,53.60970233,-0.186626797,Yorkshire and The Humber,2022,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",,,,
RP3630ZN,,Mytum and Selby Waste Recycling Limited,Mill Cross Quarry Materials Recycling And Elv Facility Garden Lane Sherburn In Elmet West Yorkshire,LS25 6AT,448960,433000,Yorkshire,Wastewater,Benzo(a)pyrene,1,0,Hazardous Waste,Hazardous Waste,,53.79101987,-1.258298056,Yorkshire and The Humber,2022,OTHER WASTE DISPOSAL; HAZARDOUS WASTE >10T/D,,,,
JP3547JL,,Fcc Recycling (Uk) Limited,Knottingley Process Plant Weeland Road West Yorkshire,WF11 8DZ,451180,423850,Yorkshire,Wastewater,Benzo(a)pyrene,1,0,Hazardous Waste,Hazardous Waste,,53.70857387,-1.226115422,Yorkshire and The Humber,2022,DISPOSAL OR RECOVERY OF HAZARDOUS WASTE WITH A CAPACITY EXCEEDING 10 TONNES PER DAY INVOLVING SOLVENT RECLAMATION OR REGENERATION,,,,
RP3206BE,,British Steel Limited,Scunthorpe Integrated Iron and Steel Works Brigg Road,DN16 1XA,492720,408890,East Midlands,Controlled Waters,Benzo(a)pyrene,1,6.94,Metals,Ferrous,,53.56843547,-0.601410534,Yorkshire and The Humber,2022,COMBUSTION; ANY FUEL  =>50MW,,,,
AW3TS519,,Anglian Water,Pyewipe (Grimsby) STW,,528280,413140,Lincolnshire and Northamptonshire,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,53.59913483,-0.063003576,Yorkshire and The Humber,2022,,,,,
BN2832IK,,Britvic Soft Drinks Plc,Beckton Soft Drinks Factory 9 Roding Road London Industrial Estate London,E6 6LF,,,Hertfordshire and North London,Wastewater,Benzo(a)pyrene,1,0,Food & Drink,Food & Drink,,inf,inf,,2022,Animal vegetable and food treating etc vegetable,,,,
RP3738ZK,,Suez Recycling And Recovery Uk Ltd,"Enderby Leachate Treatment Plant,Enderby Landfill Site Mill Hill Leicestershire",LE9 5AL,453800,302600,East Midlands,Wastewater,Benzo(a)pyrene,1,0,Landfill,other,,52.61851204,-1.206772916,East Midlands,2023,DISPOSAL OF > 50 T/D NON-HAZARDOUS WASTE (> 100 T/D IF ONLY AD) INVOLVING PHYSICO-CHEMICAL TREATMENT ,3,3,7,30
VP3130BK,,ALAB ENVIRONMENTAL SERVICES LIMITED,NETTLETON BOTTOM QUARRY Rothwell Lincolnshire,LN7 6SR,512730,397880,Lincolnshire and Northamptonshire,Controlled Waters,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,53.46560447,-0.303351536,East Midlands,2023,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",7,1,7,17
PP3630BC,,Lincwaste Ltd,Kenwick Landfill London Road Lincolnshire,LN11 9QP,533110,386420,Lincolnshire and Northamptonshire,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,53.35790763,-0.001378729,East Midlands,2023,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",7,3,7,17
BW0991IX,,Valencia Waste Management Limited,Erin Landfill Markham Lane Duckmanton,S44 5HS,444900,373000,Yorkshire,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,53.2521202,-1.328500562,East Midlands,2023,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",13,3,7,17
CP3899SD,,Environcom England Limited,Spittlegate Level Spittlegate Level Lincolnshire,NG31 7UH,491940,333440,Lincolnshire and Northamptonshire,Wastewater,Benzo(a)pyrene,1,0,Waste Treatment,Metals Recycling,,52.89056205,-0.634920759,East Midlands,2023,DISPOSAL OR RECOVERY OF HAZARDOUS WASTE WITH A CAPACITY EXCEEDING 10 TONNES PER DAY INVOLVING BIOLOGICAL TREATMENT,7,3,14,14
KP3403PD,,Phillips 66 Limited,"Crude Oil terminals Ltd,Tetney Oil Terminal Tetney Lock Road Tetney Grimsby Lincolnshire",DN36 5NX,532830,402210,Lincolnshire and Northamptonshire,Controlled Waters,Benzo(a)pyrene,1,0,Refineries & Fuel,Refineries & Fuel,,53.49982028,0.00106907,East Midlands,2023,LOADING/STORAGE/TREATMENT ETC OF CRUDE OIL,7,1,13,25
AWNNF13052,,Anglian Water,Great Billing STW,,483280,261550,Lincolnshire and Northamptonshire,Controlled Waters,Benzo(a)pyrene,1,1.17,Water Industry,Water Industry,,52.24584109,-0.78163915,East Midlands,2023,,7,1,15,29
T/48/12074/R,,SEVERN TRENT WATER LTD,Derby Sewage Treatment Works Chp Plant Megaloughton Lane Spondon Derby Derbyshire,DE21 7BR,438830,343470,East Midlands,Controlled Waters,Benzo(a)pyrene,1,1.59,Water Industry,Water Industry,,52.98716657,-1.423035169,East Midlands,2023,,3,1,15,29
