AUTHORISATION ID / PERMIT ID,PRIMARY INDUSTRY ACTIVITY DESCRIPTION,OPERATOR NAME,SITE ADDRESS,SITE POSTCODE,EASTING,NORTHING,EA AREA NAME,ROUTE NAME,SUBSTANCE NAME,REPORTING THRESHOLD (kg),QUANTITY RELEASED (kg),REGULATED INDUSTRY SECTOR,REGULATED INDUSTRY SUB SECTOR,PNEC (µg/L)
TP3735PA,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Stonegrave Aggregates Limited,Aycliffe Quarry Landfill Site Aycliffe Quarry Aycliffe Villiage Darlington County Durham,DL5 6NB,428650,522060,North East,Wastewater,"Indeno(1,2,3-cd)pyrene",1.0,0.0,Landfill,Non Hazardous Landfill,
TP3735PA,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Stonegrave Aggregates Limited,Aycliffe Quarry Landfill Site Aycliffe Quarry Aycliffe Villiage Darlington County Durham,DL5 6NB,428650,522060,North East,Wastewater,Benzo(a)pyrene,1.0,0.0,Landfill,Non Hazardous Landfill,
BU2381IE,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Veolia ES Landfill Limited,Ling Hall Landfill Site Coal Pit Lane Lawford Heath Warwickshire,CB23 9HH,444500,273500,West Midlands,Wastewater,Benzo(a)pyrene,1.0,0.0,Landfill,Non Hazardous Landfill,
BU2381IE,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Veolia ES Landfill Limited,Ling Hall Landfill Site Coal Pit Lane Lawford Heath Warwickshire,CB23 9HH,444500,273500,West Midlands,Wastewater,Fluoranthene,0.1,0.0,Landfill,Non Hazardous Landfill,
BX1942IX,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Sandfield Gravel Company Ltd,Milegate Extension Landfill Site Catwick Lane Brandesburton Driffield East Ridings of Yorkshire,YO25 8SA,513100,447200,Yorkshire,Wastewater,Benzo(a)pyrene,1.0,0.0,Landfill,Non Hazardous Landfill,
EP3136GK,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Veolia ES Landfill Limited,Rainham Landfill Coldharbour Lane Off Ferry Lane Rainham Essex,RM13 9DA,552500,179500,Hertfordshire and North London,Wastewater,Fluoranthene,0.1,0.0,Landfill,Non Hazardous Landfill,
EP3136GK,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Veolia ES Landfill Limited,Rainham Landfill Coldharbour Lane Off Ferry Lane Rainham Essex,RM13 9DA,552500,179500,Hertfordshire and North London,Wastewater,Benzo(a)pyrene,1.0,0.0,Landfill,Non Hazardous Landfill,
BM6093IS,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Fcc Waste Services (Uk) Limited,Bennett Bank Landfill Thwaite Flat Barrow in Furness Cumbria,LA14 4QH,321500,475000,Cumbria and Lancashire,Wastewater,Heptachlor,0.1,0.0,Landfill,Non Hazardous Landfill,
S/07/56066/R,,SEVERN TRENT WATER LTD,Worcester STW,WR2 4ZP,253530,384361,West Midlands,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1.0,0.0,Water Industry,Water Industry,
S/07/56066/R,,SEVERN TRENT WATER LTD,Worcester STW,WR2 4ZP,253530,384361,West Midlands,Controlled Waters,Benzo(a)pyrene,1.0,0.0,Water Industry,Water Industry,
CNTW.0531,,Anglian Water,TILBURY STW,,565670,175350,East Anglia,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1.0,0.0,Water Industry,Water Industry,
CNTW.0531,,Anglian Water,TILBURY STW,,565670,175350,East Anglia,Controlled Waters,Benzo(a)pyrene,1.0,0.0,Water Industry,Water Industry,
JP3638HM,"FERROUS METALS; PRODUCING, MELTING OR REFINING",Sahaviriya Steel Industries UK Limited,Teeside Integrated Iron and Steelworks Steel House Redcar Teesside Cleveland,TS10 5QW,457690,524150,North East,Wastewater,Fluoranthene,0.1,0.0,Metals,Ferrous,
JP3638HM,"FERROUS METALS; PRODUCING, MELTING OR REFINING",Sahaviriya Steel Industries UK Limited,Teeside Integrated Iron and Steelworks Steel House Redcar Teesside Cleveland,TS10 5QW,457690,524150,North East,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1.0,0.0,Metals,Ferrous,
JP3638HM,"FERROUS METALS; PRODUCING, MELTING OR REFINING",Sahaviriya Steel Industries UK Limited,Teeside Integrated Iron and Steelworks Steel House Redcar Teesside Cleveland,TS10 5QW,457690,524150,North East,Wastewater,"Indeno(1,2,3-cd)pyrene",1.0,0.0,Metals,Ferrous,
JP3638HM,"FERROUS METALS; PRODUCING, MELTING OR REFINING",Sahaviriya Steel Industries UK Limited,Teeside Integrated Iron and Steelworks Steel House Redcar Teesside Cleveland,TS10 5QW,457690,524150,North East,Controlled Waters,Benzo(a)pyrene,1.0,0.0,Metals,Ferrous,
JP3638HM,"FERROUS METALS; PRODUCING, MELTING OR REFINING",Sahaviriya Steel Industries UK Limited,Teeside Integrated Iron and Steelworks Steel House Redcar Teesside Cleveland,TS10 5QW,457690,524150,North East,Wastewater,Benzo(a)pyrene,1.0,0.0,Metals,Ferrous,
BX4054ID,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",VIRIDOR WASTE MANAGEMENT LTD,Trigon Landfill Bere-Regis To Wareham Road Nr Wareham Dorset,BH20 7PB,389600,89400,Wessex,Wastewater,Fluoranthene,0.1,0.0,Landfill,Non Hazardous Landfill,
BX4054ID,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",VIRIDOR WASTE MANAGEMENT LTD,Trigon Landfill Bere-Regis To Wareham Road Nr Wareham Dorset,BH20 7PB,389600,89400,Wessex,Wastewater,Benzo(a)pyrene,1.0,0.0,Landfill,Non Hazardous Landfill,
TP3631LM,DISPOSAL OF > 50 T/D NON-HAZARDOUS WASTE (> 100 T/D IF ONLY AD) INVOLVING BIOLOGICAL TREATMENT,Landfill Management Limited,Kirkless Leachate Treatment Plant Makerfield Way Wigan Lancashire,WN2 2PP,360970,405350,Cumbria and Lancashire,Wastewater,Heptachlor,0.1,0.0,Landfill,other,
VP3036GQ,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Veolia ES Landfill Limited,Sandy Lane Landfill Site Sandy Lane Wildmoor Bromsgrove Worcestershire,B61 0QT,395200,276290,West Midlands,Wastewater,Fluoranthene,0.1,0.0,Landfill,Non Hazardous Landfill,
VP3036GQ,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Veolia ES Landfill Limited,Sandy Lane Landfill Site Sandy Lane Wildmoor Bromsgrove Worcestershire,B61 0QT,395200,276290,West Midlands,Wastewater,Benzo(a)pyrene,1.0,0.0,Landfill,Non Hazardous Landfill,
MP3136HW,DISPOSAL OR RECOVERY OF HAZARDOUS WASTE WITH A CAPACITY EXCEEDING 10 TONNES PER DAY INVOLVING PHYSICO-CHEMICAL TREATMENT,CLEANSING SERVICE GROUP LTD,Wilton Waste Treatment Plant Boundary Road West Middlesbrough Cleveland,TS6 8JH,456800,522000,North East,Wastewater,Fluoranthene,0.1,0.0,Waste treatment,Hazardous,
MP3136HW,DISPOSAL OR RECOVERY OF HAZARDOUS WASTE WITH A CAPACITY EXCEEDING 10 TONNES PER DAY INVOLVING PHYSICO-CHEMICAL TREATMENT,CLEANSING SERVICE GROUP LTD,Wilton Waste Treatment Plant Boundary Road West Middlesbrough Cleveland,TS6 8JH,456800,522000,North East,Wastewater,Heptachlor,0.1,0.0,Waste treatment,Hazardous,
MP3136HW,DISPOSAL OR RECOVERY OF HAZARDOUS WASTE WITH A CAPACITY EXCEEDING 10 TONNES PER DAY INVOLVING PHYSICO-CHEMICAL TREATMENT,CLEANSING SERVICE GROUP LTD,Wilton Waste Treatment Plant Boundary Road West Middlesbrough Cleveland,TS6 8JH,456800,522000,North East,Wastewater,"Indeno(1,2,3-cd)pyrene",1.0,0.0,Waste treatment,Hazardous,
MP3136HW,DISPOSAL OR RECOVERY OF HAZARDOUS WASTE WITH A CAPACITY EXCEEDING 10 TONNES PER DAY INVOLVING PHYSICO-CHEMICAL TREATMENT,CLEANSING SERVICE GROUP LTD,Wilton Waste Treatment Plant Boundary Road West Middlesbrough Cleveland,TS6 8JH,456800,522000,North East,Wastewater,Benzo(a)pyrene,1.0,0.0,Waste treatment,Hazardous,
MP3136HW,DISPOSAL OR RECOVERY OF HAZARDOUS WASTE WITH A CAPACITY EXCEEDING 10 TONNES PER DAY INVOLVING PHYSICO-CHEMICAL TREATMENT,CLEANSING SERVICE GROUP LTD,Wilton Waste Treatment Plant Boundary Road West Middlesbrough Cleveland,TS6 8JH,456800,522000,North East,Wastewater,Cypermethrin,0.005,0.0,Waste treatment,Hazardous,1.3e-05
NP3032WQ,"COATING, PRINTING AND TEXTILES; PRE-TREATING BY WASHING ETC >10T/DAY",Huddersfield Dyeing Company Limited,Canal Bank Dyeworks Canal Bank Dyeworks Huddersfield West Yorkshire,HD1 6NY,415080,417960,Yorkshire,Wastewater,Cypermethrin,0.005,0.0,Paper and textiles,Textiles,1.3e-05
S/06/55146/R,,SEVERN TRENT WATER LTD,Kidderminster STW Oldington,DY11 7QL,382560,273750,West Midlands,Controlled Waters,Fluoranthene,0.1,0.0,Water Industry,Water Industry,
S/06/55146/R,,SEVERN TRENT WATER LTD,Kidderminster STW Oldington,DY11 7QL,382560,273750,West Midlands,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1.0,0.0,Water Industry,Water Industry,
S/06/55146/R,,SEVERN TRENT WATER LTD,Kidderminster STW Oldington,DY11 7QL,382560,273750,West Midlands,Controlled Waters,Benzo(a)pyrene,1.0,0.0,Water Industry,Water Industry,
S/10/25304/R,,SEVERN TRENT WATER LTD,Rugby STW,CV21 1HF,449420,276350,West Midlands,Controlled Waters,Fluoranthene,0.1,0.0,Water Industry,Water Industry,
S/10/25304/R,,SEVERN TRENT WATER LTD,Rugby STW,CV21 1HF,449420,276350,West Midlands,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1.0,0.0,Water Industry,Water Industry,
S/10/25304/R,,SEVERN TRENT WATER LTD,Rugby STW,CV21 1HF,449420,276350,West Midlands,Controlled Waters,Benzo(a)pyrene,1.0,0.0,Water Industry,Water Industry,
CNTD.0084,,THAMES WATER UTILITIES LTD,LUTON STW,LU1 5TS,512300,217800,Hertfordshire and North London,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1.0,0.0,Water Industry,Water Industry,
CNTD.0084,,THAMES WATER UTILITIES LTD,LUTON STW,LU1 5TS,512300,217800,Hertfordshire and North London,Controlled Waters,Benzo(a)pyrene,1.0,0.0,Water Industry,Water Industry,
UP3930NF,DISPOSAL OR RECOVERY OF HAZARDOUS WASTE WITH A CAPACITY EXCEEDING 10 TONNES PER DAY INVOLVING RECYCLING OR RECLAMATION OF INORGANIC MATERIALS OTHER THAN METALS OR METAL COMPOUNDS,Aggregate Industries Limited,Former Tinsley Sidings Europa Link Road Sheffield South Yorkshire,S9 1HF,439750,391300,Yorkshire,Wastewater,Benzo(a)pyrene,1.0,0.0,Waste treatment,Hazardous,
AP3634FT,TREATMENT AND PROCESSING (OTHER THAN PACKAGING) OF ONLY VEGETABLE RAW MATERIALS WITH A FINISHED PRODUCT CAPACITY > 300 T/D (OR 600 T/D FOR OPERATIONS LESS THAN 90 CONSECUTIVE DAYS IN ANY YEAR_,Princes Limited,Food Factory Lynn Road Wisbech Lynn Road Wisbech Cambridgeshire,PE13 3DG,546900,310500,Lincolnshire and Northamptonshire,Wastewater,Cypermethrin,0.005,0.0,Food & Drink,Food & Drink,1.3e-05
AP3634FT,TREATMENT AND PROCESSING (OTHER THAN PACKAGING) OF ONLY VEGETABLE RAW MATERIALS WITH A FINISHED PRODUCT CAPACITY > 300 T/D (OR 600 T/D FOR OPERATIONS LESS THAN 90 CONSECUTIVE DAYS IN ANY YEAR_,Princes Limited,Food Factory Lynn Road Wisbech Lynn Road Wisbech Cambridgeshire,PE13 3DG,546900,310500,Lincolnshire and Northamptonshire,Wastewater,Heptachlor,0.1,0.0,Food & Drink,Food & Drink,
EP3431FL,"PAPER, PULP AND BOARD; PRODUCING PAPER/BOARD >20T/D",Higher Kings Mill Limited,Higher Kings Mill Devon,EX15 1QJ,303100,108190,"Devon, Cornwall and the Isles of Scilly",Controlled Waters,Cypermethrin,0.005,0.0,Paper and textiles,Paper & Pulp,1.3e-05
XP3533WY,INORGANIC CHEMICALS; SALTS EG AMMONIUM CHLORIDE,Arch Timber Protection Limited,Huddersfield Chemical Industry PO Box A521 Leeds Road Huddersfield West Yorkshire,HD2 1FG,414540,416860,Yorkshire,Wastewater,Cypermethrin,0.005,0.0,Chemicals,Chemicals,1.3e-05
JP3030DD,TAR AND BITUMEN; DISTILLING >5 T/A  IN CONNECTION WITH MANUFACTURE,Industrial Chemicals Limited,Port Clarence Works Huntsman Bridge Port Clarence Middlesbrough Cleveland,TS2 1SD,451200,521300,North East,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1.0,0.0,Chemicals,Chemicals,
JP3030DD,TAR AND BITUMEN; DISTILLING >5 T/A  IN CONNECTION WITH MANUFACTURE,Industrial Chemicals Limited,Port Clarence Works Huntsman Bridge Port Clarence Middlesbrough Cleveland,TS2 1SD,451200,521300,North East,Controlled Waters,Benzo(a)pyrene,1.0,0.0,Chemicals,Chemicals,
BP3731ZS,"COATING, PRINTING AND TEXTILES; PRE-TREATING BY WASHING ETC >10T/DAY",Lawton Yarns Limited,Ravens Ing Mills Netherfield Road Dewsbury West Yorkshire,WF13 3JE,422960,420450,Yorkshire,Wastewater,Cypermethrin,0.005,0.0,Paper and textiles,Textiles,1.3e-05
LP3832NM,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Durham County Council,Joint Stocks Landfill Joint Stocks Quarry Coxhoe Durham,DH6 4RT,433100,536500,North East,Wastewater,Fluoranthene,0.1,0.0,Landfill,Non Hazardous Landfill,
UP3937FW,TREATMENT AND PROCESSING (OTHER THAN PACKAGING) OF ONLY VEGETABLE RAW MATERIALS WITH A FINISHED PRODUCT CAPACITY > 300 T/D (OR 600 T/D FOR OPERATIONS LESS THAN 90 CONSECUTIVE DAYS IN ANY YEAR_,Cawingredients Limited,Caw House Conygarth Way Leeming Bar Industrial Estate Northallerton North Yorkshire,DL7 9FD,428230,490060,Yorkshire,Wastewater,Fluoranthene,0.1,0.0,Food & Drink,Food & Drink,
UP3937FW,TREATMENT AND PROCESSING (OTHER THAN PACKAGING) OF ONLY VEGETABLE RAW MATERIALS WITH A FINISHED PRODUCT CAPACITY > 300 T/D (OR 600 T/D FOR OPERATIONS LESS THAN 90 CONSECUTIVE DAYS IN ANY YEAR_,Cawingredients Limited,Caw House Conygarth Way Leeming Bar Industrial Estate Northallerton North Yorkshire,DL7 9FD,428230,490060,Yorkshire,Wastewater,Heptachlor,0.1,0.0,Food & Drink,Food & Drink,
UP3937FW,TREATMENT AND PROCESSING (OTHER THAN PACKAGING) OF ONLY VEGETABLE RAW MATERIALS WITH A FINISHED PRODUCT CAPACITY > 300 T/D (OR 600 T/D FOR OPERATIONS LESS THAN 90 CONSECUTIVE DAYS IN ANY YEAR_,Cawingredients Limited,Caw House Conygarth Way Leeming Bar Industrial Estate Northallerton North Yorkshire,DL7 9FD,428230,490060,Yorkshire,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1.0,0.0,Food & Drink,Food & Drink,
UP3937FW,TREATMENT AND PROCESSING (OTHER THAN PACKAGING) OF ONLY VEGETABLE RAW MATERIALS WITH A FINISHED PRODUCT CAPACITY > 300 T/D (OR 600 T/D FOR OPERATIONS LESS THAN 90 CONSECUTIVE DAYS IN ANY YEAR_,Cawingredients Limited,Caw House Conygarth Way Leeming Bar Industrial Estate Northallerton North Yorkshire,DL7 9FD,428230,490060,Yorkshire,Wastewater,"Indeno(1,2,3-cd)pyrene",1.0,0.0,Food & Drink,Food & Drink,
UP3937FW,TREATMENT AND PROCESSING (OTHER THAN PACKAGING) OF ONLY VEGETABLE RAW MATERIALS WITH A FINISHED PRODUCT CAPACITY > 300 T/D (OR 600 T/D FOR OPERATIONS LESS THAN 90 CONSECUTIVE DAYS IN ANY YEAR_,Cawingredients Limited,Caw House Conygarth Way Leeming Bar Industrial Estate Northallerton North Yorkshire,DL7 9FD,428230,490060,Yorkshire,Controlled Waters,Fluoranthene,0.1,0.0,Food & Drink,Food & Drink,
UP3937FW,TREATMENT AND PROCESSING (OTHER THAN PACKAGING) OF ONLY VEGETABLE RAW MATERIALS WITH A FINISHED PRODUCT CAPACITY > 300 T/D (OR 600 T/D FOR OPERATIONS LESS THAN 90 CONSECUTIVE DAYS IN ANY YEAR_,Cawingredients Limited,Caw House Conygarth Way Leeming Bar Industrial Estate Northallerton North Yorkshire,DL7 9FD,428230,490060,Yorkshire,Controlled Waters,Heptachlor,0.1,0.0,Food & Drink,Food & Drink,
UP3937FW,TREATMENT AND PROCESSING (OTHER THAN PACKAGING) OF ONLY VEGETABLE RAW MATERIALS WITH A FINISHED PRODUCT CAPACITY > 300 T/D (OR 600 T/D FOR OPERATIONS LESS THAN 90 CONSECUTIVE DAYS IN ANY YEAR_,Cawingredients Limited,Caw House Conygarth Way Leeming Bar Industrial Estate Northallerton North Yorkshire,DL7 9FD,428230,490060,Yorkshire,Controlled Waters,Benzo(a)pyrene,1.0,0.0,Food & Drink,Food & Drink,
UP3937FW,TREATMENT AND PROCESSING (OTHER THAN PACKAGING) OF ONLY VEGETABLE RAW MATERIALS WITH A FINISHED PRODUCT CAPACITY > 300 T/D (OR 600 T/D FOR OPERATIONS LESS THAN 90 CONSECUTIVE DAYS IN ANY YEAR_,Cawingredients Limited,Caw House Conygarth Way Leeming Bar Industrial Estate Northallerton North Yorkshire,DL7 9FD,428230,490060,Yorkshire,Wastewater,Benzo(a)pyrene,1.0,0.0,Food & Drink,Food & Drink,
UP3937FW,TREATMENT AND PROCESSING (OTHER THAN PACKAGING) OF ONLY VEGETABLE RAW MATERIALS WITH A FINISHED PRODUCT CAPACITY > 300 T/D (OR 600 T/D FOR OPERATIONS LESS THAN 90 CONSECUTIVE DAYS IN ANY YEAR_,Cawingredients Limited,Caw House Conygarth Way Leeming Bar Industrial Estate Northallerton North Yorkshire,DL7 9FD,428230,490060,Yorkshire,Wastewater,Cypermethrin,0.005,0.0,Food & Drink,Food & Drink,1.3e-05
UP3937FW,TREATMENT AND PROCESSING (OTHER THAN PACKAGING) OF ONLY VEGETABLE RAW MATERIALS WITH A FINISHED PRODUCT CAPACITY > 300 T/D (OR 600 T/D FOR OPERATIONS LESS THAN 90 CONSECUTIVE DAYS IN ANY YEAR_,Cawingredients Limited,Caw House Conygarth Way Leeming Bar Industrial Estate Northallerton North Yorkshire,DL7 9FD,428230,490060,Yorkshire,Controlled Waters,Cypermethrin,0.005,0.0,Food & Drink,Food & Drink,1.3e-05
RP3231XX,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Tudor Griffiths Ltd,Wood Lane Landfill Wood Lane Ellesmere Shropshire,SY12 0HY,342200,332560,West Midlands,Wastewater,"Indeno(1,2,3-cd)pyrene",1.0,0.0,Landfill,Non Hazardous Landfill,
RP3231XX,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Tudor Griffiths Ltd,Wood Lane Landfill Wood Lane Ellesmere Shropshire,SY12 0HY,342200,332560,West Midlands,Wastewater,Fluoranthene,0.1,0.0,Landfill,Non Hazardous Landfill,
RP3231XX,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Tudor Griffiths Ltd,Wood Lane Landfill Wood Lane Ellesmere Shropshire,SY12 0HY,342200,332560,West Midlands,Wastewater,Heptachlor,0.1,0.0,Landfill,Non Hazardous Landfill,
RP3231XX,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Tudor Griffiths Ltd,Wood Lane Landfill Wood Lane Ellesmere Shropshire,SY12 0HY,342200,332560,West Midlands,Wastewater,Benzo(a)pyrene,1.0,0.0,Landfill,Non Hazardous Landfill,
RP3231XX,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Tudor Griffiths Ltd,Wood Lane Landfill Wood Lane Ellesmere Shropshire,SY12 0HY,342200,332560,West Midlands,Wastewater,Cypermethrin,0.005,0.0,Landfill,Non Hazardous Landfill,1.3e-05
UP3230LR,REFINING MINERAL OILS,Phillips 66 Limited,Humber Oil Refinery Eastfield Road South Killingholme Immingham South Humberside,DN40 3DW,516210,416450,Lincolnshire and Northamptonshire,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1.0,0.0,Refineries & Fuel,Refineries & Fuel,
UP3230LR,REFINING MINERAL OILS,Phillips 66 Limited,Humber Oil Refinery Eastfield Road South Killingholme Immingham South Humberside,DN40 3DW,516210,416450,Lincolnshire and Northamptonshire,Controlled Waters,Fluoranthene,0.1,0.0,Refineries & Fuel,Refineries & Fuel,
UP3230LR,REFINING MINERAL OILS,Phillips 66 Limited,Humber Oil Refinery Eastfield Road South Killingholme Immingham South Humberside,DN40 3DW,516210,416450,Lincolnshire and Northamptonshire,Controlled Waters,Benzo(a)pyrene,1.0,0.0,Refineries & Fuel,Refineries & Fuel,
CM0017801,,DWR CYMRU CYFYNGEDIG LTD,"SEALAND ROAD, CHESTER",CH1 4LD,339300,366600,Greater Manchester Merseyside and Cheshire,Controlled Waters,Fluoranthene,0.1,0.0,Water Industry,Water Industry,
CM0017801,,DWR CYMRU CYFYNGEDIG LTD,"SEALAND ROAD, CHESTER",CH1 4LD,339300,366600,Greater Manchester Merseyside and Cheshire,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1.0,0.0,Water Industry,Water Industry,
CM0017801,,DWR CYMRU CYFYNGEDIG LTD,"SEALAND ROAD, CHESTER",CH1 4LD,339300,366600,Greater Manchester Merseyside and Cheshire,Controlled Waters,Benzo(a)pyrene,1.0,0.0,Water Industry,Water Industry,
UP3237ES,"PAPER, PULP AND BOARD; PRODUCING PAPER/BOARD >20T/D",SOFIDEL UK LIMITED,Lancaster Paper Mill CATON ROAD,LA1 3QY,348400,463750,Cumbria and Lancashire,Wastewater,Cypermethrin,0.005,0.0,Paper and textiles,Paper & Pulp,1.3e-05
JP3890VC,DISPOSAL OR RECOVERY OF HAZARDOUS WASTE WITH A CAPACITY EXCEEDING 10 TONNES PER DAY INVOLVING PHYSICO-CHEMICAL TREATMENT,Hazardous Waste Management Ltd,Four Dells Waste Facility Poles Lane Otterbourne Hampshire,SO21 2DY,445440,172430,Solent and South Downs,Wastewater,Fluoranthene,0.1,0.0,Waste treatment,Hazardous,
JP3890VC,DISPOSAL OR RECOVERY OF HAZARDOUS WASTE WITH A CAPACITY EXCEEDING 10 TONNES PER DAY INVOLVING PHYSICO-CHEMICAL TREATMENT,Hazardous Waste Management Ltd,Four Dells Waste Facility Poles Lane Otterbourne Hampshire,SO21 2DY,445440,172430,Solent and South Downs,Wastewater,Benzo(a)pyrene,1.0,0.0,Waste treatment,Hazardous,
JP3338ST,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Woods Waste Limited,Westby Landfill Site Annas Road Lancashire,FY4 5JY,335810,431170,Cumbria and Lancashire,Controlled Waters,Cypermethrin,0.005,0.0,Landfill,Non Hazardous Landfill,1.3e-05
JP3338ST,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Woods Waste Limited,Westby Landfill Site Annas Road Lancashire,FY4 5JY,335810,431170,Cumbria and Lancashire,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1.0,0.0,Landfill,Non Hazardous Landfill,
JP3338ST,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Woods Waste Limited,Westby Landfill Site Annas Road Lancashire,FY4 5JY,335810,431170,Cumbria and Lancashire,Controlled Waters,Fluoranthene,0.1,0.0,Landfill,Non Hazardous Landfill,
JP3338ST,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Woods Waste Limited,Westby Landfill Site Annas Road Lancashire,FY4 5JY,335810,431170,Cumbria and Lancashire,Controlled Waters,Heptachlor,0.1,0.0,Landfill,Non Hazardous Landfill,
JP3338ST,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Woods Waste Limited,Westby Landfill Site Annas Road Lancashire,FY4 5JY,335810,431170,Cumbria and Lancashire,Controlled Waters,Benzo(a)pyrene,1.0,0.0,Landfill,Non Hazardous Landfill,
UP3630KS,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Veolia ES Landfill Ltd,Highmoor Quarry Landfill Doctor Lane Oldham Greater Manchester,OL4 3SA,396980,406560,Greater Manchester Merseyside and Cheshire,Wastewater,Fluoranthene,0.1,0.0,Landfill,Non Hazardous Landfill,
UP3630KS,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Veolia ES Landfill Ltd,Highmoor Quarry Landfill Doctor Lane Oldham Greater Manchester,OL4 3SA,396980,406560,Greater Manchester Merseyside and Cheshire,Wastewater,Benzo(a)pyrene,1.0,0.0,Landfill,Non Hazardous Landfill,
BV0627IL,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",North Lincolnshire Council,Conesby Quarry Landfill Normanby Road Scunthorpe North Lincolnshire,DN15 8QZ,489850,414500,Lincolnshire and Northamptonshire,Wastewater,Fluoranthene,0.1,0.0,Landfill,Non Hazardous Landfill,
BV0627IL,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",North Lincolnshire Council,Conesby Quarry Landfill Normanby Road Scunthorpe North Lincolnshire,DN15 8QZ,489850,414500,Lincolnshire and Northamptonshire,Wastewater,Benzo(a)pyrene,1.0,0.0,Landfill,Non Hazardous Landfill,
BU3485IS,ORGANIC CHEMICALS; HALOGEN CONTAINING COMPOUNDS EG HALOCARBONS,F2 CHEMICALS LTD,F2 Chemicals Limited Lea Lane Preston Lancashire,PR4 0RZ,347550,431250,Cumbria and Lancashire,Wastewater,Fluoranthene,0.1,0.0,Chemicals,Chemicals,
BU5208IJ,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Veolia ES Landfill Ltd,Blue Haze Land Fill Somerley Ringwood Hampshire,BH24 3QE,412090,107640,Wessex,Wastewater,Fluoranthene,0.1,0.0,Landfill,Non Hazardous Landfill,
BU5208IJ,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Veolia ES Landfill Ltd,Blue Haze Land Fill Somerley Ringwood Hampshire,BH24 3QE,412090,107640,Wessex,Wastewater,Benzo(a)pyrene,1.0,0.0,Landfill,Non Hazardous Landfill,
QP3230LE,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",WESTCOMBE WASTE LTD,WHISCOMBE HILL LANDFILL SITE WESTCOMBE HILL SOMERTONFIELD ROAD SOMERSET,TA11 6PZ,346500,129300,Wessex,Wastewater,Benzo(a)pyrene,1.0,0.0,Landfill,Non Hazardous Landfill,
